uuid,waktu_transaksi,armada_id_var,no_body_var,card_number_var,card_type_var,balance_before_int,fare_int,balance_after_int,transcode_txt,gate_in_boo,p_latitude_flo,p_longitude_flo,status_var,free_service_boo,insert_on_dtm
9deb3128-7adb-4426-811a-f931923a2ea2,2025-07-18 02:24:27,B 6561 TMN,NBR7810,7306102300075871,E-Money,28000,2000,26000,TX000117,False,-6.185533093416241,106.82209065897112,S,False,2025-07-18 02:24:37
f87a1f0a-cf84-4e23-bcfd-2022e2709f95,2025-07-05 12:30:51,B 7300 ZTZ,PTK4955_B,0847052119281282,Flazz,85000,20000,65000,TX000118,False,-6.242786828863178,106.75964085929367,S,False,2025-07-05 12:32:43
8f61f741-d3ed-49bd-a031-d941769ad0f8,2025-07-05 10:14:56,B 9881 BCP,PTK6451,7808979678410077,BRIZZI,70000,2000,68000,TX000119,False,-6.1933586406016605,106.8162549272682,S,False,2025-07-05 10:15:49
120c6d9f-0c39-4cdc-a96a-3b52261b0b75,2025-07-24 10:19:14,B 9762 EKV,KLG7803A,0889659914930053,BRIZZI,87000,35000,52000,TX000120,True,-6.154668926872498,106.84981560022023,S,False,2025-07-24 10:19:25
41d36910-398d-4576-9d99-ff84ef9b3b51,2025-07-12 15:07:13,B 6730 QGB,NBR575-,4958787631390320,E-Money,28500,3500,25000,TX000121,False,-6.167972498226142,106.81362641045676,S,False,2025-07-12 15:08:58
00b8d625-1210-450e-821f-2a5ca474c540,2025-07-05 09:50:27,B 7838 RKG,LGS5359-,1314247328989263,Flazz,51500,3500,48000,TX000122,True,-6.217260072711104,106.76959687815277,S,False,2025-07-05 09:50:57
bcff6f17-aa72-467a-8002-0928f51a5a10,2025-07-22 21:10:43,B 5609 ETI,LGS4236-B,1572982107265909,E-Money,62000,35000,27000,TX000123,True,-6.161559585356716,106.83736723688025,S,False,2025-07-22 21:12:01
d6db2a00-4f32-49e0-997f-3d9f033861b6,2025-07-28 04:10:53,B 2937 HBI,TWS7411_A,6143491786442178,BRIZZI,29000,20000,9000,TX000124,False,-6.173821013264444,106.84253211231909,F,False,2025-07-28 04:11:34
65fba7b4-1e5f-4d03-abad-3ec698d50e56,2025-07-01 03:37:24,B 8361 NAN,NBR9184-B,5148323544039666,E-Money,3000,2000,1000,TX000125,True,-6.153282459578353,106.76511988192023,S,False,2025-07-01 03:39:16
8c1f0ba2-d551-4ae7-a8bd-6d1487a3d50d,2025-07-31 23:58:48,B 7138 QLD,KLG5902-B,3813964165658362,E-Money,61500,3500,58000,TX000126,True,-6.182133193087781,106.81873861822109,S,False,2025-08-01 00:00:11
e93010d7-47c6-456b-9baa-f1af964cbf4c,2025-07-27 16:50:57,B 1280 WSF,PTK7544,9222674276580037,BRIZZI,22000,20000,2000,TX000127,True,-6.22588641636948,106.77141821884025,S,False,2025-07-27 16:51:25
0a9bb623-7eac-4d1a-bf19-a2fb19027545,2025-07-08 12:48:01,B 6174 UYR,BRT1564-,5797457520277924,JakCard,80000,35000,45000,TX000128,True,-6.154230380750371,106.78411645041523,S,False,2025-07-08 12:49:40
ccfe50a4-992d-4238-84c1-d67482cc6367,2025-07-06 06:55:35,B 8477 BHR,NBR7932,5688996869471836,Flazz,73000,2000,71000,TX000129,True,-6.217804447976384,106.7822172666197,S,False,2025-07-06 06:57:00
5f6a226e-5d48-4386-be32-6819a2a8c69a,2025-07-14 03:17:44,B 1586 MAB,NBR2669_,1993563926898693,BRIZZI,26500,3500,23000,TX000130,True,-6.165521249550572,106.80183505277996,S,False,2025-07-14 03:18:02
33b0340a-4e30-4926-b7bd-2bf5dc0be6c1,2025-07-10 05:50:38,B 6823 III,PTK5831,7492082912950274,E-Money,24000,20000,4000,TX000131,False,-6.225221305373229,106.77075613098695,S,False,2025-07-10 05:51:56
e0cbe267-0135-443e-970b-cf41164ba9ca,2025-07-10 05:50:23,B 6889 MQG,BRT9009,4233947829579438,JakCard,27000,0,27000,TX000132,False,-6.2290303173685535,106.8257600675395,S,True,2025-07-10 05:51:08
2de3fae8-69bf-446d-9ef0-54b8517d7661,2025-07-25 22:53:19,B 7345 RJQ,TWS3207-B,2291339991655390,JakCard,65000,20000,45000,TX000133,True,-6.1795902195073955,106.75180827628247,S,False,2025-07-25 22:54:10
7a32a1d9-a44e-45f4-9119-5be51ee49d39,2025-07-28 09:05:27,B 2870 OVH,PTK2352B,8064642715969246,E-Money,92000,2000,90000,TX000134,True,-6.15783712738303,106.8280968671464,S,False,2025-07-28 09:06:50
b8b55da3-d4c7-4274-90c2-17307b2f9478,2025-07-11 03:58:00,B 7485 GUY,KLG9977-B,7330639980922605,JakCard,32500,3500,29000,TX000135,True,-6.201109449063439,106.76764947915514,S,False,2025-07-11 03:59:59
c9924766-9c4d-4169-aadb-d6e40c1e1de3,2025-07-21 11:41:13,B 1803 GZH,KLG5022-,9162655296035542,E-Money,32000,2000,30000,TX000136,True,-6.2237753451154605,106.83081972094779,S,False,2025-07-21 11:41:55
ed0ee4e4-ed37-4ee7-a9db-ff278b63a41f,2025-07-24 22:42:00,B 8691 OIQ,BRT490_A,5471899842977043,E-Money,96000,35000,61000,TX000137,False,-6.157324308572373,106.84225075261608,S,False,2025-07-24 22:42:16
c92a112d-4ef2-4ebd-bfc7-d6fd275328e0,2025-07-23 21:37:48,B 4802 CVY,PTK5245B,5283228407066154,BRIZZI,35500,3500,32000,TX000138,False,-6.166947296141238,106.80838449673108,S,False,2025-07-23 21:38:57
0e91e51a-3fbe-4bd8-bc98-c23d90dec653,2025-07-20 05:52:30,B 7390 NXG,PTK865-B,4668208676493329,E-Money,50000,20000,30000,TX000139,True,-6.168912408699886,106.82037414689822,S,False,2025-07-20 05:53:12
35511b81-36f8-488a-b039-9e05514e3f18,2025-07-03 10:56:59,B 1444 SQV,LGS2101_B,2827495375573100,BRIZZI,91500,3500,88000,TX000140,False,-6.211021393458136,106.8413706317625,S,False,2025-07-03 10:58:17
9ccf37d2-ba6a-426d-97d9-292999b2115c,2025-07-25 07:47:26,B 5054 EMW,LGS8125,5859813791589959,Flazz,52000,20000,32000,TX000141,False,-6.242493155701008,106.84560070847735,S,False,2025-07-25 07:48:21
75d13774-a85f-46f8-8961-81207b494f57,2025-07-11 02:50:06,B 6866 BWS,LGS3422-B,6963254521121705,BRIZZI,50000,35000,15000,TX000142,True,-6.169567350301935,106.757910989189,S,False,2025-07-11 02:50:48
15eb2a71-c2c0-471c-99f6-950446c4ac0c,2025-07-14 10:49:14,B 8129 NAM,BRT2719-A,9831019129861563,JakCard,41500,3500,38000,TX000143,False,-6.233315123340623,106.82742815915249,S,False,2025-07-14 10:50:07
6cf904d9-6a73-48e4-8268-d3aa6e0d15b2,2025-07-29 15:19:46,B 5634 PVN,BRT3296_A,4222418811679548,E-Money,69000,2000,67000,TX000144,True,-6.220630639464735,106.7923273590571,S,False,2025-07-29 15:21:22
b28a060b-3222-420e-b01e-d5ed6bdffa4b,2025-07-20 03:46:17,B 3082 ULM,PTK1765-A,2028046475425564,Flazz,43000,2000,41000,TX000145,False,-6.195734056640423,106.81474038662247,S,False,2025-07-20 03:47:39
e6eb8d22-f606-44ce-a6be-c744b2c8115e,2025-07-25 19:46:36,B 5122 GHW,NBR312-,5756299970776500,E-Money,22500,3500,19000,TX000146,False,-6.178121474960894,106.84570194596118,S,False,2025-07-25 19:47:16
2cd1f4c0-b364-40b0-8225-cf6fa7b9ea2c,2025-07-12 09:48:58,B 9285 AUV,NBR7429,1660153731124824,E-Money,53500,3500,50000,TX000147,False,-6.182310394565856,106.78644594676557,S,False,2025-07-12 09:49:21
406667c0-ffbd-4172-9e2c-b36e8580f69e,2025-07-14 16:19:38,B 6065 BCR,NBR2166A,5108931527577243,JakCard,88000,2000,86000,TX000148,True,-6.213587295936113,106.80385895026183,S,False,2025-07-14 16:20:11
ccf9dd7f-707a-4356-a8d0-4ebb125e03ef,2025-07-24 04:00:04,B 3841 QPT,NBR3442B,9034266563495426,Flazz,45000,2000,43000,TX000149,False,-6.185649659078062,106.7584493506448,S,False,2025-07-24 04:00:25
bd12f236-279c-40d3-9d3a-12b61b63fe0c,2025-07-13 07:32:16,B 9063 BIO,NBR8422A,9477881151607403,Flazz,84000,20000,64000,TX000150,False,-6.231392412994601,106.79179064964416,S,False,2025-07-13 07:32:58
d4a48570-adfc-4a00-8794-38383eda2e37,2025-07-03 19:07:47,B 7603 UBY,PTK3791B,8632682069047139,JakCard,92000,2000,90000,TX000151,True,-6.185300542041821,106.77952106321204,S,False,2025-07-03 19:08:17
edd983bf-313c-4a0e-97fa-90634b563254,2025-07-17 03:08:22,B 3639 FVD,LGS1760A,3376343252319679,JakCard,12000,2000,10000,TX000152,True,-6.169545986357073,106.78617570720002,S,False,2025-07-17 03:09:36
ba6f7834-a8ac-4041-b9ff-3034878e6e21,2025-07-29 16:22:23,B 4364 SHI,KLG4367,4078518225829764,E-Money,28000,20000,8000,TX000153,True,-6.229769194007724,106.7811733044774,S,False,2025-07-29 16:22:25
ec0e25c6-c221-467f-b16e-3ef62e0eb068,2025-07-21 06:29:26,B 2212 MBW,BRT5992,1579196622676597,JakCard,37000,35000,2000,TX000154,False,-6.227894615598774,106.84573559791976,S,False,2025-07-21 06:29:54
255d9651-1201-45e1-82bf-62c2760af6e6,2025-07-14 02:54:17,B 4163 QKM,LGS9484B,5366351814593294,E-Money,67500,3500,64000,TX000155,True,-6.203401390909628,106.78624453934354,S,False,2025-07-14 02:54:19
f862af37-9ead-4c21-a1aa-3daa391cd3eb,2025-07-04 15:01:56,B 4762 RRY,PTK183,8778585346933751,E-Money,89000,0,89000,TX000156,False,-6.203325311331035,106.7796109724449,S,True,2025-07-04 15:03:16
346a47ec-4562-41a9-9a85-0d54c78e0d16,2025-07-06 09:02:05,B 2669 EQA,PTK3491_,9873246591938996,BRIZZI,71000,0,71000,TX000157,False,-6.220450923518983,106.79376481972191,S,True,2025-07-06 09:03:16
121b3679-1af7-4576-ac5a-e22ccf9715cc,2025-07-01 15:57:25,B 9015 WFT,TWS6563-,8552041156798049,E-Money,77500,3500,74000,TX000158,False,-6.1934721961064705,106.81599800883436,S,False,2025-07-01 15:57:44
58e5b84a-d401-4880-a346-ec7bb648fcdc,2025-07-08 14:54:07,B 4064 CEH,BRT7804-,6678860925042348,E-Money,47000,2000,45000,TX000159,True,-6.221517216303476,106.77297727828213,S,False,2025-07-08 14:55:02
c9dad896-8a24-4e3a-8bfa-385ce20d68d6,2025-07-24 06:25:29,B 4560 ZSF,LGS1909A,7928904449880865,BRIZZI,23500,3500,20000,TX000160,True,-6.240152899933626,106.80088084152734,S,False,2025-07-24 06:26:20
b19d3381-4421-4613-bed1-8342770fc38a,2025-07-23 00:36:16,B 6299 LLP,KLG7948,2347377774026680,JakCard,49000,35000,14000,TX000161,False,-6.226379085133906,106.7680152327593,S,False,2025-07-23 00:37:22
ecef2822-6c3b-4a24-862f-3f71c14565d7,2025-07-20 02:56:33,B 7961 KYV,KLG576-,9752104725319717,Flazz,37000,20000,17000,TX000162,False,-6.2369563223752245,106.83470370984512,S,False,2025-07-20 02:57:08
e39dc4e6-4b67-4031-a1b0-0ad2a56e0e9d,2025-07-01 11:00:30,B 2842 DXB,TWS5445-B,4577230551571587,E-Money,87000,2000,85000,TX000163,False,-6.245996825578995,106.81990391796138,S,False,2025-07-01 11:02:28
9bc2bd1a-0a71-4621-a4ba-63d528800e60,2025-07-04 21:05:35,B 6749 TIV,NBR3733A,2248120967597638,JakCard,53000,20000,33000,TX000164,True,-6.197346096020533,106.82982353867271,S,False,2025-07-04 21:07:27
88bbe51d-6d02-4064-88cc-111cf6daad0f,2025-07-13 03:40:58,B 2448 HDZ,NBR3524,4595346755223220,BRIZZI,33000,20000,13000,TX000165,True,-6.229054771315966,106.8181306530082,S,False,2025-07-13 03:42:54
ea317670-d8de-4d53-92dc-fc6a0aa07857,2025-07-31 16:09:43,B 5080 HEB,NBR4727-A,1831106050598712,JakCard,49000,2000,47000,TX000166,True,-6.227823836404109,106.81586599634815,S,False,2025-07-31 16:10:07
a64b0e7d-c9dc-436d-a592-f97780f34db6,2025-07-30 21:15:20,B 8146 GBP,BRT6804-,1720041940800496,BRIZZI,76000,2000,74000,TX000167,True,-6.185146380930378,106.84922634308641,S,False,2025-07-30 21:15:53
62cd7c74-fe7d-4ef2-9bb3-c6bf6b020372,2025-07-07 00:10:25,B 5892 UKP,LGS4495_,7738798291250167,BRIZZI,77000,2000,75000,TX000168,True,-6.212538469129067,106.83198776529632,S,False,2025-07-07 00:11:05
2c1d53a4-f604-4e5c-ba39-9fdb7fc3467e,2025-07-11 01:12:56,B 3600 XWT,BRT2290-,4529374905084923,Flazz,41000,0,41000,TX000169,False,-6.181957244922562,106.80043257312556,S,True,2025-07-11 01:14:04
31df25f1-0907-4cfe-adeb-dcf3767ccac1,2025-07-04 17:32:25,B 4207 ZNZ,BRT1113,1594759715603331,BRIZZI,69000,35000,34000,TX000170,False,-6.151843160280261,106.75254225163262,S,False,2025-07-04 17:34:01
d4e76c23-9a1e-40ae-b2bd-3e094f073318,2025-07-09 16:45:54,B 8308 VZF,NBR3668,8042382244272483,BRIZZI,62000,2000,60000,TX000171,True,-6.186756548232003,106.75522162603362,S,False,2025-07-09 16:47:47
d03056f9-99e2-40a8-b531-46249294204a,2025-07-29 23:36:56,B 1360 KXX,BRT3539,4595758754037616,JakCard,94000,20000,74000,TX000172,False,-6.236242737113308,106.78977641651868,S,False,2025-07-29 23:38:32
66566ac3-5ee0-46b9-b918-d4a762d4318b,2025-07-09 20:54:23,B 8752 ZKP,KLG5468-,9841318737661021,JakCard,32000,20000,12000,TX000173,True,-6.170105853640338,106.78139966923598,S,False,2025-07-09 20:54:45
ccd9583f-68b8-4ed6-abb5-b3194bc42188,2025-07-21 12:27:52,B 7661 LBE,KLG3322_,7317987767603626,Flazz,3000,2000,1000,TX000174,True,-6.181486501113202,106.79829294005155,S,False,2025-07-21 12:29:24
8e22d4ff-ce6c-4320-95f1-51a8abb77be5,2025-07-29 05:56:17,B 3721 YRF,PTK313A,3821980988991461,BRIZZI,83000,20000,63000,TX000175,False,-6.242970791331692,106.8428316799155,S,False,2025-07-29 05:56:40
a1370677-abaf-40d7-9c39-17168bbdcc71,2025-07-28 15:39:16,B 7097 YHZ,LGS2789_,3786747478486036,Flazz,39000,20000,19000,TX000176,False,-6.210236185198149,106.75069824415674,S,False,2025-07-28 15:40:31
020e2cae-7383-402f-9659-090be928f810,2025-07-29 22:41:58,B 9755 CVT,PTK6830A,6538200235864778,JakCard,66500,3500,63000,TX000177,True,-6.232740796683371,106.82082062472219,S,False,2025-07-29 22:43:23
aa354510-21ff-4d6a-a98e-0e7673c84fe0,2025-07-18 12:20:11,B 6026 PUR,TWS5092_B,4731552689553941,JakCard,53000,35000,18000,TX000178,False,-6.227509423964082,106.80437273339555,S,False,2025-07-18 12:21:34
6d55baf5-53dc-45f4-8526-584e2e9af8b5,2025-07-21 10:42:48,B 4845 MFB,NBR352,8885743576079327,Flazz,58500,3500,55000,TX000179,False,-6.240366834836119,106.80050096883738,S,False,2025-07-21 10:43:09
68bd4553-3803-4b9b-8cb5-c8cbf8b89c58,2025-07-03 06:46:09,B 4584 KPP,KLG4155B,6584464465674164,JakCard,49000,35000,14000,TX000180,False,-6.249206815924809,106.80273913908815,S,False,2025-07-03 06:48:08
942ad500-d7f7-4412-bb4e-2a85ab21c141,2025-07-11 04:31:41,B 6146 OYM,LGS4294-B,7321984790959034,BRIZZI,12500,3500,9000,TX000181,False,-6.208782986053418,106.8043896075642,S,False,2025-07-11 04:32:14
379abfc1-be79-48c6-ae1d-520c03d97c82,2025-07-05 10:55:39,B 9395 ZZA,TWS5296,3537768277869765,E-Money,64000,20000,44000,TX000182,True,-6.162794712357093,106.82222024176218,F,False,2025-07-05 10:56:18
24ab512a-7861-4e27-b2fa-8cde0ba6266d,2025-07-12 03:51:39,B 2078 YPC,LGS3470-A,2618207665653295,Flazz,55000,20000,35000,TX000183,True,-6.1869821053662175,106.79851860033776,S,False,2025-07-12 03:52:14
a3d9ea46-259f-482d-8936-26882b524536,2025-07-16 13:09:30,B 7805 YCH,PTK5189_,0992684868393119,E-Money,37000,35000,2000,TX000184,True,-6.209501486404999,106.8010697474562,S,False,2025-07-16 13:11:04
6d293d35-7b63-4c47-a540-eb374cf42680,2025-07-31 10:17:30,B 9558 SJC,LGS4562-,2536013448321061,E-Money,98000,35000,63000,TX000185,True,-6.237773414252511,106.77316871605036,S,False,2025-07-31 10:19:14
408b8168-6ea9-4d0a-b547-0f37119aaa4c,2025-07-04 15:34:26,B 8564 AJA,NBR5888A,2311784151992794,BRIZZI,95000,20000,75000,TX000186,True,-6.220352224579399,106.79719334540096,S,False,2025-07-04 15:35:51
51716c73-217a-462b-b1e6-932b1f6a4d46,2025-07-01 19:15:42,B 2605 IJF,NBR1272A,5997930707983268,JakCard,39000,2000,37000,TX000187,False,-6.200530760567553,106.84497345615999,S,False,2025-07-01 19:15:50
3ddc2b3f-5d8f-41dd-8f3a-a82f4c76527f,2025-07-28 20:31:15,B 5505 HRW,NBR1438,6946648616773351,BRIZZI,61000,20000,41000,TX000188,True,-6.184332338801579,106.7659474499486,S,False,2025-07-28 20:31:21
67cb6f86-4c4a-43ab-ab95-4b42fee48706,2025-07-20 18:17:39,B 8217 BCT,LGS5702_A,5475315195196300,E-Money,70500,3500,67000,TX000189,True,-6.1695560867220305,106.76379484539932,S,False,2025-07-20 18:18:59
5df92ba8-2c43-4ad2-87b8-48d0a403eb09,2025-07-26 16:27:10,B 4297 UTD,LGS6435,8337699252556505,Flazz,61000,35000,26000,TX000190,True,-6.228744313194129,106.81035915115103,S,False,2025-07-26 16:28:40
70373668-97b5-4ba1-8445-db4da3cbb663,2025-07-02 18:32:04,B 5391 ECN,PTK5547_,8195716984648019,BRIZZI,36000,35000,1000,TX000191,True,-6.175511576648127,106.78515561672933,S,False,2025-07-02 18:32:33
8144abae-f48b-4173-a7f8-7024bf2c6662,2025-07-18 23:20:20,B 9731 OTN,PTK2916-,8965968904850123,JakCard,98500,3500,95000,TX000192,False,-6.233724390611439,106.76696828167744,S,False,2025-07-18 23:21:14
e5fd998c-1f11-418a-90ec-3cd73c007607,2025-07-30 20:24:59,B 5099 ZUR,LGS1917_B,4088951552138681,E-Money,84000,35000,49000,TX000193,False,-6.16858136795452,106.75105807558023,S,False,2025-07-30 20:26:35
aa56d3af-49d7-4eb9-88c6-fd6b7e3a5054,2025-07-06 16:53:45,B 1008 GDY,LGS6761B,7883770929705111,BRIZZI,84500,3500,81000,TX000194,True,-6.193370533334953,106.82547077378456,S,False,2025-07-06 16:55:02
63e3b473-cb7a-4f88-822e-082c05119a54,2025-07-17 10:50:27,B 6536 BOV,KLG5217,3559323110447901,Flazz,29000,0,29000,TX000195,True,-6.20677650910111,106.7509802176243,S,True,2025-07-17 10:50:30
998e1380-c7d6-4860-af1d-03ba08ffd856,2025-07-24 12:06:26,B 4274 AIT,NBR9977-B,6830703488967555,E-Money,17000,2000,15000,TX000196,True,-6.19014642353072,106.78199270465981,S,False,2025-07-24 12:08:13
2d8855ff-e202-4e4b-9d3f-516b72125dff,2025-07-24 20:33:21,B 2412 PEY,TWS1610-B,2112983828658112,JakCard,75500,3500,72000,TX000197,True,-6.237569736293097,106.84092655572721,S,False,2025-07-24 20:34:28
82ce755d-31f6-42be-9d45-a5bb49dc8e0e,2025-07-07 16:15:15,B 5020 BWG,LGS196,4736587606030401,Flazz,36000,2000,34000,TX000198,False,-6.150774633955413,106.81408069027646,S,False,2025-07-07 16:16:23
38c4f3a1-e612-43a1-bc6b-fbafdad09a7e,2025-07-09 17:26:31,B 7297 RXK,NBR8819-,1934942195529003,Flazz,55000,20000,35000,TX000199,False,-6.232013891459058,106.81193831488325,S,False,2025-07-09 17:28:10
189cc008-25ad-4d6e-8a62-eacfc727d20c,2025-07-27 00:22:07,B 9913 UAY,LGS6029,9639139551480075,Flazz,71000,20000,51000,TX000200,True,-6.203924849937774,106.81631043078677,S,False,2025-07-27 00:23:00
356d9f80-3b80-46ad-aaf6-23981ec4442e,2025-07-14 09:40:41,B 3737 YPJ,PTK4423-,9032322070882303,Flazz,35000,2000,33000,TX000201,False,-6.151830781851531,106.77123199168491,S,False,2025-07-14 09:40:53
365604df-18d9-46c1-9886-288f3e37ce64,2025-07-21 20:06:39,B 5426 PAZ,NBR2669,7755152539066537,Flazz,23000,20000,3000,TX000202,False,-6.1836474622206525,106.78851211698654,S,False,2025-07-21 20:07:35
000a3dd5-a71a-4352-b16f-43acc5bc8313,2025-07-09 07:06:33,B 1555 ODL,NBR8209_,0548401401374066,Flazz,48000,35000,13000,TX000203,False,-6.216022931793591,106.809667074963,S,False,2025-07-09 07:08:01
953c6b27-4462-4624-b571-9b0b4f9503f9,2025-07-29 08:05:03,B 3098 IDM,TWS4173_A,8037518707109843,JakCard,43000,0,43000,TX000204,False,-6.246747296878161,106.75182185414099,F,True,2025-07-29 08:05:21
6472d75e-2295-444d-8162-327c3fbd302e,2025-07-31 16:40:14,B 8196 WUL,TWS6983A,2331380002242545,BRIZZI,72000,2000,70000,TX000205,False,-6.151767395972681,106.82453663344482,S,False,2025-07-31 16:40:46
35c6b72b-74f8-4a66-8997-fdad46608108,2025-07-28 06:57:00,B 5079 HXZ,NBR9586,0969520599806798,BRIZZI,98000,35000,63000,TX000206,True,-6.197445847663983,106.83449853646654,S,False,2025-07-28 06:58:28
516bf112-5a4a-4c09-aeff-3f0c5a5431f5,2025-07-02 18:34:50,B 6544 XBJ,KLG3102_A,4846489039816011,E-Money,85000,2000,83000,TX000207,False,-6.225770469889043,106.83597874030303,S,False,2025-07-02 18:36:49
406b0cc5-a579-4906-a900-0651e3d526bc,2025-07-19 04:42:27,B 9262 ODD,BRT1661B,9520629332957561,BRIZZI,54000,2000,52000,TX000208,True,-6.192841095501459,106.79065300872138,S,False,2025-07-19 04:43:28
e32f0087-a2f8-4473-8d66-8191e45b6c97,2025-07-30 08:17:57,B 6746 ILN,NBR7214A,3230462432487959,BRIZZI,80000,0,80000,TX000209,False,-6.1614656544491915,106.83728677820268,S,True,2025-07-30 08:19:36
95095401-9e23-40b9-aa6c-2a49200e8ab6,2025-07-02 04:56:26,B 6697 DQA,PTK5622,9465122064581057,BRIZZI,41500,3500,38000,TX000210,False,-6.206460900963607,106.82833959571157,S,False,2025-07-02 04:58:05
dbc9d316-3544-4943-932b-3766bc0dcc4a,2025-07-09 00:05:20,B 3753 URE,NBR7824-,4532128203242360,JakCard,9000,2000,7000,TX000211,True,-6.159642007871072,106.77882703361182,S,False,2025-07-09 00:06:02
7755bb12-eea8-4da2-8d0f-aa2a2ebcfc55,2025-07-27 07:02:04,B 5914 IHP,PTK6658-B,3968199575079745,Flazz,91500,3500,88000,TX000212,False,-6.178807584872144,106.83994408794224,F,False,2025-07-27 07:03:05
94c3a3be-92db-420f-9690-8cd5316043b3,2025-07-31 10:38:33,B 3232 LPB,BRT6550,3488881307057487,E-Money,53500,3500,50000,TX000213,False,-6.155134304203885,106.75255549950948,S,False,2025-07-31 10:40:02
5f68ad59-f68a-424e-a78c-30c78e5b28c1,2025-07-15 04:43:38,B 5511 ONA,BRT3316_,7762914376059910,Flazz,49500,3500,46000,TX000214,True,-6.2024975179951545,106.82208520706963,S,False,2025-07-15 04:44:30
8c2ec6db-b0af-4f69-9399-bc32f8455f2f,2025-07-05 18:26:01,B 4718 QJA,KLG8126_A,3084228022279849,BRIZZI,17500,3500,14000,TX000215,True,-6.190108582870155,106.7674870853037,S,False,2025-07-05 18:27:36
ca7c625b-a3f2-42b9-97a1-9b5c13cf390c,2025-07-12 11:07:32,B 1257 SON,LGS2598-,0567591024159430,Flazz,31000,20000,11000,TX000216,True,-6.158538014670178,106.78753174498488,S,False,2025-07-12 11:08:12
1a67f2fc-43db-43cc-b1d1-359a637342d6,2025-07-09 02:35:00,B 1792 EZU,BRT823-A,9806810846060861,BRIZZI,89000,2000,87000,TX000217,True,-6.157156793692685,106.78920617852253,S,False,2025-07-09 02:36:37
46f0c701-603b-4ab4-b53e-197b0b094995,2025-07-18 03:40:47,B 1739 SBH,NBR178,0144028130986096,Flazz,90500,3500,87000,TX000218,True,-6.153942459625295,106.84613735323838,S,False,2025-07-18 03:42:14
c89f8bdc-8d7b-4b30-914b-358fcca645a2,2025-07-02 08:33:35,B 4318 MLN,TWS2064_B,4821906047781553,BRIZZI,62000,35000,27000,TX000219,True,-6.169170654222161,106.84505068556756,S,False,2025-07-02 08:34:07
a877d5b2-e4b0-4d6a-a492-791727e7663a,2025-07-12 01:20:35,B 6850 FSO,NBR2459,2377252745122297,JakCard,41000,20000,21000,TX000220,True,-6.158064865713537,106.78849700157814,S,False,2025-07-12 01:21:53
80c6ca13-5115-4773-a36a-2f7d77099234,2025-07-13 09:11:26,B 9916 KOU,BRT7923A,7224919894483967,JakCard,63000,2000,61000,TX000221,True,-6.215342592555138,106.84339248696708,S,False,2025-07-13 09:13:07
876dcac3-03a7-4ec1-961d-a09927070256,2025-07-28 04:38:33,B 7485 VLW,KLG5375B,6522859153522117,Flazz,27000,20000,7000,TX000222,True,-6.214592910967202,106.78061952440243,S,False,2025-07-28 04:39:23
b4d58ab7-61d0-4a4c-a173-5241d15b2b67,2025-07-26 11:55:19,B 4098 JEN,KLG8542,1043663239673696,Flazz,62000,35000,27000,TX000223,True,-6.190243757615906,106.81161050449316,S,False,2025-07-26 11:56:27
a9a8a31a-6628-49fc-affa-652006c30d13,2025-07-23 01:19:00,B 4496 JDL,LGS911,1589800814998953,JakCard,45500,3500,42000,TX000224,True,-6.15335414471264,106.78607094301917,S,False,2025-07-23 01:19:24
a4119fe6-c25b-4eba-bfa6-6247e28443f3,2025-07-21 06:45:37,B 3521 PZL,LGS5769,1693581929719861,BRIZZI,40000,20000,20000,TX000225,False,-6.237640428863217,106.81456396057159,S,False,2025-07-21 06:45:52
1fd3e8e0-54fa-473b-a45c-12dc876bc4ff,2025-07-29 03:09:26,B 7476 TKE,KLG5388_,8127801920975434,Flazz,62000,20000,42000,TX000226,True,-6.240467879511463,106.75356681796734,S,False,2025-07-29 03:09:50
fc1c6742-8aa6-48e7-9511-0adb1a41f9d6,2025-07-27 10:01:48,B 7539 JJS,NBR9961,7500350664358759,Flazz,67000,35000,32000,TX000227,True,-6.185002635999258,106.80485209198598,F,False,2025-07-27 10:03:15
3ac8c9e9-79ad-4278-a212-ead8c36618b2,2025-07-26 00:48:03,B 8468 LVB,NBR6997_,8366995509231429,E-Money,39000,2000,37000,TX000228,True,-6.219464189813705,106.78192628584375,S,False,2025-07-26 00:48:17
58e38a39-3cc5-4596-aa0a-717be9dd243a,2025-07-23 15:45:14,B 8698 CMU,PTK7907_,1638084304103851,JakCard,69000,35000,34000,TX000229,True,-6.159141748404851,106.83644597672975,S,False,2025-07-23 15:45:24
10995596-01d4-43aa-a61e-6fddd9584090,2025-07-15 10:43:24,B 9319 CAQ,PTK9280,9160364689909394,Flazz,63000,2000,61000,TX000230,True,-6.152169165315577,106.83370591137515,S,False,2025-07-15 10:44:47
97683154-ae1f-4673-838b-8c21cc73d863,2025-07-25 05:18:09,B 4890 PRE,NBR1765-,1339139783203757,JakCard,84000,0,84000,TX000231,False,-6.211772925179714,106.8323404679376,S,True,2025-07-25 05:20:03
a7835ba7-7052-4cd8-b2af-ed1e58c4ce67,2025-07-09 12:55:49,B 8133 QGF,LGS7843-,6854971644188359,JakCard,50000,0,50000,TX000232,False,-6.1885954287814275,106.84724079821201,S,True,2025-07-09 12:56:43
